cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,Date
2161254,2161407,1833343,1927185,1895904,1894989,2130889,1877899,1969757,2314758,2122802,2122344,2230072,2097320,453,398,386,-550,-445,-506,-507,295,-538,-336,449,276,272,449,179,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110180
2160339,2160491,1833190,1926422,1896820,1895599,2130889,1877899,1969909,2314758,2123870,2122955,2229766,2097015,451,398,386,-550,-445,-506,-507,295,-538,-336,449,276,272,449,179,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110181
2159576,2160186,1833953,1927490,1897125,1895294,2131652,1878356,1968688,2314453,2123413,2122344,2229766,2097778,457,398,386,-550,-445,-506,-507,295,-538,-336,449,276,272,449,179,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110182
2160186,2160949,1833953,1927032,1896514,1895141,2131042,1877593,1969299,2314605,2122497,2122192,2230377,2096862,458,398,386,-550,-445,-506,-507,295,-538,-336,449,276,272,449,179,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110183
2160491,2160644,1834259,1927490,1896362,1895599,2131042,1878051,1969604,2314453,2123107,2123107,2230224,2097778,457,398,386,-550,-445,-506,-507,295,-538,-336,449,276,272,449,179,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110184
2160644,2160644,1833648,1927490,1896667,1895751,2131195,1877899,1969909,2315063,2123107,2122802,2230377,2097473,459,398,386,-550,-445,-506,-507,295,-538,-336,449,276,272,449,179,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110185
2160339,2160491,1833648,1926727,1896209,1895294,2130737,1877593,1968994,2313995,2122497,2122344,2230072,2097167,460,397,385,-551,-446,-507,-508,294,-539,-337,448,275,271,448,178,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110186
2160644,2160949,1833801,1926727,1896820,1895141,2131195,1877746,1969757,2314910,2122802,2123107,2230224,2097167,456,397,385,-551,-446,-507,-508,294,-539,-337,448,275,271,448,178,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110187
2160797,2161407,1833648,1927337,1896209,1895599,2130737,1877593,1969757,2314758,2122650,2122802,2230224,2097625,451,397,385,-551,-446,-507,-508,294,-539,-337,448,275,271,448,178,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110188
2160644,2161102,1833648,1927490,1896667,1895904,2130889,1878051,1969299,2314910,2122344,2122497,2230224,2097473,459,397,385,-551,-446,-507,-508,294,-539,-337,448,275,271,448,178,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110189
2160797,2160949,1833953,1926879,1896667,1895294,2131652,1878051,1969299,2314758,2123413,2123565,2230682,2097778,457,397,385,-551,-446,-507,-508,294,-539,-337,448,275,271,448,178,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110190
2160797,2161407,1833648,1926879,1896362,1894989,2130737,1877593,1969757,2314453,2122650,2122802,2230072,2097473,457,397,385,-551,-446,-507,-508,294,-539,-337,448,275,271,448,178,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110191
2160491,2160797,1833343,1926727,1896667,1895294,2131195,1877746,1969146,2314300,2122802,2122650,2230377,2097320,458,397,385,-551,-446,-507,-508,294,-539,-337,448,275,271,448,178,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110192
2160491,2160644,1833648,1926574,1896209,1894836,2130889,1878051,1969299,2315063,2122802,2122192,2230377,2096710,457,397,385,-551,-446,-507,-508,294,-539,-337,448,275,271,448,178,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671110193
