cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,Date
2124481,2359161,2204132,2155151,1950531,2337036,2172393,2160644,2228698,2293395,2225494,2138061,2023468,1870422,493,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603711
2124938,2360076,2203521,2154693,1950836,2336425,2173614,2161407,2228698,2293395,2225341,2138366,2023773,1870727,493,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603712
2124176,2359313,2203674,2154846,1950378,2336883,2172851,2160644,2229003,2293548,2225646,2138824,2023315,1869964,494,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603713
2124481,2359771,2204437,2155303,1950225,2336578,2172851,2160949,2228240,2293548,2225494,2137908,2023925,1870880,494,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603714
2124481,2359619,2203826,2155151,1950225,2337036,2172698,2160339,2229003,2294158,2225799,2137908,2023315,1869964,495,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603715
2124176,2359161,2203826,2154541,1950378,2336730,2172698,2160949,2229309,2293701,2225952,2138214,2023315,1870727,494,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603716
2124023,2358856,2203674,2154998,1950073,2336578,2173004,2160644,2229003,2293548,2225646,2137603,2024078,1870880,491,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603717
2124328,2359771,2203826,2155456,1950683,2337036,2173919,2161254,2229003,2293243,2225341,2137603,2023620,1870422,494,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603718
2124328,2359008,2204437,2154846,1949920,2336883,2172393,2160491,2229461,2293701,2225341,2137908,2022247,1869964,496,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603719
2124328,2359466,2204437,2155609,1950683,2336883,2173309,2161560,2228851,2293243,2225646,2138214,2023468,1870269,493,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603720
2124328,2359313,2203979,2155151,1950225,2337036,2172698,2160339,2228851,2293701,2225189,2137451,2023468,1870422,492,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603721
2124328,2358856,2203674,2154541,1950073,2336730,2173004,2160644,2229003,2293548,2225036,2138061,2023315,1870880,492,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603722
2124176,2359466,2204284,2155456,1950378,2336883,2172546,2160339,2229156,2293701,2225341,2138519,2023468,1870574,491,631,792,792,792,421,792,792,792,792,792,792,699,148,-207,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1670603723
