cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,Date
1915435,1917572,1985778,1724395,1865234,1890411,1938781,1826171,1970977,2312622,1996154,1953735,2230682,2093811,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026606
1915283,1916809,1985473,1724395,1865234,1890716,1938323,1826019,1970214,2312469,1996002,1953582,2231597,2094268,-163,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026607
1915893,1917266,1986389,1724700,1864929,1889953,1938629,1826171,1969909,2311706,1996612,1953735,2230682,2093353,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026608
1914978,1916809,1986083,1724548,1865081,1890716,1939239,1826782,1970367,2312164,1995697,1953735,2230987,2093963,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026609
1914978,1916809,1985626,1724243,1865539,1890716,1938934,1826477,1970977,2313079,1996307,1953277,2231445,2093963,-163,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026610
1915435,1916961,1986541,1725006,1865081,1890563,1938476,1826019,1971893,2313232,1995544,1953582,2230529,2093048,-163,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026611
1915435,1917266,1985778,1724090,1865081,1889953,1939086,1826324,1970825,2312622,1995697,1954193,2230529,2093811,-163,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026612
1914978,1916656,1985626,1724090,1865081,1889953,1938476,1826477,1971893,2312774,1996307,1953735,2231292,2093353,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026613
1915435,1916961,1985778,1724090,1865234,1890411,1938781,1826171,1970062,2311553,1996154,1953582,2231292,2093811,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026615
1915130,1916809,1986083,1724548,1865081,1890869,1938476,1826324,1970672,2312622,1996612,1954040,2230987,2093505,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026616
1914978,1916809,1985931,1724090,1864929,1890716,1939086,1826782,1970825,2312316,1996459,1954040,2231140,2093505,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026617
1915588,1917114,1986083,1724853,1865234,1890869,1938323,1826629,1970214,2312622,1996002,1952972,2230987,2093963,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026618
1915283,1916961,1985778,1723480,1864929,1890411,1939392,1826324,1971435,2313079,1995086,1952819,2230987,2093658,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026619
1915283,1916809,1985626,1724243,1864929,1890411,1938781,1826629,1970825,2313079,1995849,1953887,2230834,2093353,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026620
1915435,1916961,1986083,1725311,1864929,1889953,1938476,1826324,1971740,2312927,1996612,1953887,2230377,2092590,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026621
1915283,1917266,1986083,1724548,1864776,1890716,1939086,1826477,1971130,2312622,1996459,1953887,2230834,2092590,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026622
1915283,1916809,1986389,1724243,1865386,1889953,1938171,1826019,1970825,2312316,1995849,1953582,2230682,2093353,-163,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026623
1915740,1917266,1985778,1723632,1865081,1889495,1938629,1826782,1970367,2312011,1995697,1953430,2230834,2093505,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026624
1915283,1917266,1985778,1723785,1864929,1890258,1939239,1826934,1970825,2312774,1996002,1953887,2230072,2093963,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026625
1915435,1917877,1985778,1723632,1865234,1890716,1938171,1825866,1970977,2312316,1996154,1954040,2230834,2093048,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026626
1914672,1916809,1986389,1724090,1865081,1890563,1938934,1827087,1971588,2313079,1996002,1954345,2230834,2093353,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026627
1915130,1916656,1986083,1724243,1865234,1890563,1938476,1825866,1970825,2312469,1996307,1953277,2230529,2093658,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026628
1915130,1917572,1985931,1723785,1865997,1890563,1938629,1826171,1970672,2312469,1996612,1953887,2230987,2093200,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026629
1914825,1916351,1985931,1724090,1865081,1890563,1938323,1826324,1970672,2311859,1995544,1953125,2230987,2093048,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026630
1914978,1917266,1986236,1723937,1865234,1890411,1938781,1826782,1971130,2312622,1995544,1952972,2230224,2092590,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026631
1914978,1917572,1985778,1723632,1865234,1890258,1938629,1826477,1970672,2312927,1996002,1954193,2230987,2092742,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026632
1914520,1916961,1985778,1724243,1865692,1891021,1938476,1825866,1971130,2312622,1995697,1953430,2230377,2093353,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026633
1914825,1916351,1985626,1724548,1865234,1890716,1939239,1826629,1971130,2312622,1996154,1953582,2230529,2093505,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026634
1915130,1916656,1986389,1724395,1864929,1890106,1938171,1826477,1971435,2312774,1996459,1954040,2230834,2093353,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026635
1915130,1916961,1985473,1724243,1865081,1890411,1938629,1826934,1970977,2312316,1996154,1954193,2230987,2093200,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026636
1914672,1916198,1986389,1724243,1864624,1890106,1938934,1827087,1971130,2312164,1996765,1954040,2230834,2093200,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026637
1914978,1916809,1986389,1724700,1864776,1890106,1939544,1826934,1971282,2312774,1996612,1954345,2230834,2093353,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026638
1914672,1916656,1985778,1723937,1864929,1890258,1938629,1826477,1971130,2312927,1995697,1953125,2231597,2094268,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026639
1915893,1916961,1985778,1724090,1865234,1890716,1938934,1826324,1971130,2312927,1996612,1953735,2230987,2093200,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026640
1915588,1916809,1986389,1723937,1865386,1890258,1938781,1826629,1970672,2312622,1996765,1954193,2230987,2093658,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026641
1915283,1916656,1986694,1724700,1865234,1890106,1938629,1826171,1970672,2312469,1996459,1954040,2230834,2093200,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026642
1914825,1916656,1985473,1723937,1865234,1890411,1939392,1826782,1970977,2312469,1996307,1953582,2230682,2093505,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026643
1915130,1917266,1986236,1724700,1864929,1890563,1939544,1826782,1970825,2312622,1996612,1953582,2231140,2094116,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026644
1914825,1916961,1986236,1724243,1864776,1890411,1938323,1826019,1970367,2311859,1996612,1954193,2230529,2093048,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026645
1915893,1917266,1985778,1723937,1865234,1890258,1939544,1826934,1970977,2312622,1996917,1954040,2231445,2093811,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026646
1915130,1916961,1985168,1723022,1865081,1890411,1938476,1826629,1971130,2313079,1995849,1953735,2230834,2093505,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026647
1915588,1917114,1985473,1724243,1865234,1890563,1938171,1825866,1970672,2313079,1996154,1953735,2230834,2093505,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026648
1915435,1916503,1986236,1724700,1864929,1890258,1938629,1826019,1971282,2312927,1996459,1953735,2231292,2093200,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026649
1915130,1917266,1985626,1723327,1865692,1890258,1938934,1826477,1970977,2312316,1995849,1954040,2230834,2093353,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026650
1915740,1916656,1986694,1724395,1864929,1890258,1938323,1826324,1970977,2312316,1996459,1953887,2230682,2094116,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026651
1915130,1917114,1985778,1724090,1865081,1890411,1938781,1826324,1970520,2312469,1996307,1954193,2230529,2093353,-162,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026652
1915435,1917266,1985473,1724243,1864929,1889801,1938781,1826171,1970825,2312316,1996154,1953430,2230834,2093811,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026653
1915130,1917419,1985931,1723175,1865234,1890563,1938476,1826934,1971282,2312774,1996002,1954040,2230682,2092590,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026654
1915283,1916503,1986083,1724853,1865081,1890258,1938934,1826477,1970977,2312164,1995697,1953735,2231292,2093963,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026655
1915130,1916961,1985931,1723785,1864776,1890411,1938629,1826171,1971740,2312469,1996154,1954040,2230377,2092895,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026656
1915283,1916503,1985931,1724700,1865081,1890869,1938629,1826629,1970672,2312622,1996459,1953887,2231140,2093200,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026657
1915435,1917572,1985626,1723937,1865539,1890563,1939849,1827239,1971130,2312622,1996002,1954193,2230834,2093200,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026658
1915588,1917419,1985931,1723937,1864929,1890411,1939086,1826629,1970825,2312469,1996612,1954040,2230834,2093200,-161,909,911,1095,831,831,866,964,831,1048,1829,1148,1004,1829,1545,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671026659
