cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,cellCB_1,cellCB_2,cellCB_3,cellCB_4,cellCB_5,cellCB_6,cellCB_7,cellCB_8,cellCB_9,cellCB_10,cellCB_11,cellCB_12,cellCB_13,cellCB_14,Date
3988494,3984985,3979339,4003448,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3978271,3989410,3992309,512,775,783,781,778,185,185,185,185,185,185,185,779,785,785,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681470710
3987884,3984527,3978271,4002380,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3978729,3988037,3992004,514,775,783,781,778,185,185,185,185,185,185,185,779,785,785,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681470711
3988037,3984680,3978881,4002990,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3977355,3989105,3991851,514,775,783,781,778,185,185,185,185,185,185,185,779,785,785,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681470712
3988952,3985443,3979187,4002990,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3978576,3988342,3991394,511,775,783,781,778,185,185,185,185,185,185,185,779,785,785,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681470713
3988494,3984985,3979339,4002838,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3977966,3988342,3992309,511,775,783,781,778,185,185,185,185,185,185,185,779,785,785,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681470714
3988342,3985290,3978729,4002380,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3978729,3988189,3991394,512,775,783,781,778,185,185,185,185,185,185,185,779,785,785,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681470715
3988647,3985137,3978729,4002685,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3977813,3988494,3992309,510,775,783,781,778,185,185,185,185,185,185,185,779,785,785,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681470716
3988037,3984680,3978118,4002532,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3977661,3988189,3991088,515,775,783,781,778,185,185,185,185,185,185,185,779,785,785,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681470717
3989105,3985137,3978118,4002227,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3978576,3988189,3991241,512,775,783,781,778,185,185,185,185,185,185,185,779,785,785,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681470718
3987731,3984375,3978118,4002532,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3977661,3988342,3991088,515,775,783,781,778,185,185,185,185,185,185,185,779,785,785,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681470719
