U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
29,40V;26,63V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:06.199
29,40V;26,63V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:07.198
29,40V;26,63V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:08.198
29,40V;26,63V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:09.199
29,40V;26,64V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:10.199
29,40V;26,64V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:11.199
29,40V;26,64V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:12.199
29,40V;26,64V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:13.199
29,40V;26,64V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:14.199
29,40V;26,64V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:15.199
29,40V;26,64V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:16.198
29,40V;26,64V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:17.199
29,40V;26,64V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:18.199
29,40V;26,64V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:19.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:20.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:21.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:22.200
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:23.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:24.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:25.198
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:26.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:27.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:28.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:29.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:30.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:31.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:32.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:33.200
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:34.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:35.199
29,40V;26,65V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:36.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:37.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:38.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:39.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:40.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:41.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:42.201
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:43.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:44.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:45.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:46.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:47.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:48.199
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:49.200
29,40V;26,66V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:50.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:51.200
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:52.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:53.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:54.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:55.200
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:56.200
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:57.200
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:58.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:38:59.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:00.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:01.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:02.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:03.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:04.199
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:05.200
29,40V;26,67V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:06.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:07.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:08.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:09.200
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:10.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:11.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:12.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:13.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:14.200
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:15.200
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:16.200
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:17.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:18.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:19.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:20.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:21.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:22.200
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:23.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:24.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:25.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:26.199
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:27.200
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:28.200
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:29.200
29,40V;26,68V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:30.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:31.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:32.200
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:33.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:34.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:35.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:36.200
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:37.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:38.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:39.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:40.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:41.200
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:42.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:43.200
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:44.200
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:45.199
29,40V;26,69V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:46.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:47.199
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:48.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:49.199
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:50.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:51.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:52.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:53.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:54.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:55.201
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:56.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:57.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:58.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:39:59.201
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:00.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:01.201
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:02.200
29,40V;26,70V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:03.199
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:04.199
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:05.200
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:06.199
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:07.200
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:08.200
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:09.200
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:10.199
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:11.199
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:12.200
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:13.200
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:14.199
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:15.200
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:16.201
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:17.200
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:18.199
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:19.201
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:20.199
29,40V;26,71V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:21.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:22.199
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:23.199
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:24.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:25.199
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:26.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:27.199
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:28.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:29.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:30.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:31.199
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:32.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:33.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:34.199
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:35.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:36.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:37.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:38.199
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:39.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:40.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:41.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:42.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:43.200
29,40V;26,72V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:44.200
29,40V;26,73V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:45.200
29,40V;26,73V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:46.200
29,40V;26,73V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:40:47.199
