U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:31.202
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:32.201
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:33.201
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:34.202
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:35.201
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:36.201
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:37.201
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:38.201
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:39.202
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:40.202
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:41.202
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:42.202
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:43.201
29,00V;26,90V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:44.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:45.201
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:46.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:47.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:48.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:49.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:50.201
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:51.201
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:52.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:53.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:54.203
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:55.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:56.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:57.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:58.202
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:46:59.201
29,00V;26,91V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:00.202
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:01.201
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:02.201
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:03.202
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:04.202
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:05.201
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:06.201
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:07.201
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:08.202
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:09.201
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:10.202
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:11.202
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:12.201
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:13.202
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:14.202
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:15.202
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:16.202
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:17.201
29,00V;26,92V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:18.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:19.201
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:20.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:21.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:22.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:23.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:24.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:25.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:26.201
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:27.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:28.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:29.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:30.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:31.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:32.203
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:33.202
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:34.201
29,00V;26,93V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:35.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:36.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:37.201
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:38.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:39.201
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:40.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:41.201
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:42.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:43.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:44.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:45.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:46.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:47.203
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:48.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:49.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:50.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:51.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:52.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:53.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:54.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:55.201
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:56.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:57.202
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:58.201
29,00V;26,94V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:47:59.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:00.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:01.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:02.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:03.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:04.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:05.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:06.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:07.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:08.201
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:09.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:10.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:11.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:12.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:13.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:14.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:15.202
29,00V;26,95V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:16.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:17.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:18.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:19.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:20.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:21.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:22.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:23.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:24.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:25.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:26.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:27.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:28.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:29.203
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:30.202
29,00V;26,96V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:31.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:32.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:33.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:34.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:35.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:36.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:37.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:38.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:39.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:40.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:41.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:42.203
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:43.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:44.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:45.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:46.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:47.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:48.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:49.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:50.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:51.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:52.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:53.204
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:54.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:55.202
29,00V;26,97V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:56.203
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:57.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:58.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:48:59.202
29,00V;26,98V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:00.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:01.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:02.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:03.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:04.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:05.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:06.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:07.202
29,00V;26,98V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:08.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:09.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:10.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:11.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:12.202
29,00V;26,98V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:13.202
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:14.202
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:15.202
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:16.203
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:17.202
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:18.202
29,00V;26,99V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:19.202
29,00V;26,99V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:20.203
29,00V;26,99V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:21.202
29,00V;26,99V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:22.202
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:23.204
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:24.202
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:25.203
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:26.203
29,00V;26,99V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:27.203
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:28.202
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:29.202
29,00V;26,99V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:30.202
29,00V;26,99V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:31.202
29,00V;27,00V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:32.202
29,00V;27,00V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:33.203
29,00V;27,00V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:34.202
29,00V;27,00V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:35.202
29,00V;27,00V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:36.202
29,00V;27,00V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:37.202
29,00V;27,00V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:38.202
29,00V;27,00V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:39.202
29,00V;27,00V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:40.203
29,00V;27,00V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:41.202
29,00V;27,00V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:42.202
29,00V;27,00V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:43.202
29,00V;27,00V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:44.204
29,00V;27,00V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:45.202
29,00V;27,00V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:46.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:47.203
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:48.203
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:49.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:50.202
29,00V;27,01V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:51.203
29,00V;27,01V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:52.203
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:53.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:54.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:55.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:56.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:57.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:58.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:49:59.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:00.203
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:01.203
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:02.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:03.203
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:04.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:05.203
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:06.203
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:07.202
29,00V;27,01V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:08.202
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:09.203
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:10.203
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:11.202
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:12.202
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:13.203
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:14.202
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:15.202
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:16.202
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:17.202
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:18.203
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:19.203
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:20.202
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:21.202
29,00V;27,02V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;13.04.2023 15:50:22.202
