U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
33,90V;30,70V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:15.690
33,90V;30,70V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:16.690
33,90V;30,70V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:17.689
33,90V;30,70V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:18.689
33,90V;30,70V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:19.689
33,90V;30,70V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:20.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:21.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:22.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:23.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:24.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:25.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:26.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:27.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:28.690
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:29.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:30.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:31.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:32.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:33.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:34.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:35.690
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:36.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:37.690
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:38.690
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:39.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:40.690
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:41.690
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:42.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:43.689
33,90V;30,71V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:44.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:45.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:46.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:47.690
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:48.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:49.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:50.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:51.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:52.690
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:53.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:54.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:55.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:56.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:57.690
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:58.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:25:59.690
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:00.690
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:01.690
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:02.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:03.689
33,90V;30,72V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:04.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:05.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:06.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:07.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:08.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:09.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:10.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:11.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:12.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:13.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:14.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:15.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:16.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:17.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:18.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:19.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:20.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:21.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:22.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:23.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:24.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:25.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:26.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:27.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:28.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:29.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:30.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:31.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:32.689
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:33.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:34.690
33,90V;30,73V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:35.690
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:36.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:37.690
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:38.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:39.690
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:40.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:41.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:42.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:43.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:44.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:45.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:46.690
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:47.690
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:48.690
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:49.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:50.690
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:51.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:52.690
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:53.690
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:54.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:55.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:56.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:57.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:58.690
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:26:59.689
33,90V;30,74V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:00.689
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:01.689
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:02.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:03.689
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:04.691
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:05.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:06.689
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:07.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:08.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:09.689
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:10.689
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:11.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:12.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:13.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:14.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:15.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:16.689
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:17.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:18.689
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:19.689
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:20.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:21.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:22.690
33,90V;30,75V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:23.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:24.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:25.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:26.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:27.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:28.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:29.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:30.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:31.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:32.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:33.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:34.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:35.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:36.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:37.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:38.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:39.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:40.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:41.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:42.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:43.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:44.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:45.690
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:46.689
33,90V;30,76V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:47.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:48.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:49.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:50.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:51.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:52.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:53.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:54.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:55.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:56.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:57.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:58.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:27:59.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:00.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:01.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:02.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:03.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:04.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:05.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:06.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:07.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:08.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:09.689
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:10.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:11.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:12.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:13.690
33,90V;30,77V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:14.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:15.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:16.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:17.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:18.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:19.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:20.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:21.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:22.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:23.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:24.691
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:25.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:26.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:27.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:28.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:29.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:30.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:31.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:32.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:33.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:34.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:35.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:36.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:37.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:38.690
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:39.689
33,90V;30,78V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:40.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:41.689
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:42.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:43.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:44.689
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:45.689
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:46.689
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:47.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:48.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:49.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:50.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:51.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:52.689
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:53.689
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:54.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:55.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:56.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:57.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:58.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:28:59.689
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:29:00.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:29:01.689
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:29:02.690
33,90V;30,79V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:29:03.689
33,90V;30,80V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:29:04.689
33,90V;30,80V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:29:05.689
33,90V;30,80V;0,50A;0,50A;1508W;15W;N/A;N/A;Off;On;CC;None;27.03.2023 14:29:06.689
