U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:02.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:03.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:04.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:05.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:06.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:07.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:08.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:09.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:10.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:11.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:12.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:13.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:14.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:15.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:16.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:17.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:18.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:19.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:20.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:21.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:22.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:23.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:24.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:25.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:26.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:27.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:28.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:29.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:30.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:31.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:32.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:33.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:34.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:35.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:36.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:37.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:38.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:39.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:40.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:41.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:42.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:43.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:44.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:45.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:46.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:47.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:48.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:49.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:50.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:51.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:52.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:53.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:54.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:55.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:56.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:57.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:58.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:16:59.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:00.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:01.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:02.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:03.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:04.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:05.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:06.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:07.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:08.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:09.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:10.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:11.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:12.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:13.360
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:14.359
29,00V;29,00V;0,50A;0,21A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:15.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:16.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:17.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:18.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:19.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:20.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:21.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:22.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:23.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:24.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:25.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:26.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:27.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:28.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:29.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:30.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:31.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:32.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:33.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:34.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:35.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:36.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:37.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:38.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:39.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:40.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:41.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:42.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:43.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:44.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:45.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:46.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:47.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:48.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:49.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:50.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:51.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:52.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:53.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:54.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:55.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:56.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:57.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:58.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:17:59.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:00.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:01.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:02.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:03.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:04.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:05.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:06.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:07.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:08.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:09.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:10.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:11.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:12.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:13.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:14.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:15.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:16.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:17.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:18.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:19.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:20.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:21.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:22.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:23.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:24.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:25.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:26.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:27.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:28.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:29.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:30.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:31.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:32.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:33.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:34.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:35.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:36.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:37.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:38.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:39.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:40.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:41.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:42.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:43.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:44.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:45.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:46.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:47.359
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:48.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:49.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:50.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:51.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:52.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:53.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:54.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:55.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:56.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:57.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:58.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:18:59.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:00.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:01.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:02.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:03.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:04.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:05.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:06.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:07.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:08.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:09.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:10.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:11.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:12.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:13.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:14.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:15.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:16.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:17.361
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:18.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:19.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:20.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:21.361
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:22.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:23.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:24.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:25.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:26.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:27.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:28.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:29.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:30.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:31.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:32.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:33.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:34.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:35.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:36.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:37.361
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:38.361
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:39.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:40.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:41.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:42.361
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:43.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:44.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:45.361
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:46.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:47.360
29,00V;29,00V;0,50A;0,19A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:48.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:49.360
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:50.361
29,00V;29,00V;0,50A;0,20A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:51.360
29,00V;29,00V;0,50A;0,19A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:52.360
29,00V;29,00V;0,50A;0,19A;1508W;6W;N/A;N/A;Off;On;CV;None;21.04.2023 23:19:53.360
