U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:05:58.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:05:59.848
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:00.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:01.850
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:02.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:03.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:04.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:05.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:06.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:07.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:08.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:09.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:10.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:11.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:12.849
28,90V;25,83V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:13.848
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:14.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:15.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:16.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:17.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:18.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:19.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:20.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:21.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:22.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:23.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:24.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:25.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:26.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:27.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:28.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:29.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:30.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:31.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:32.850
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:33.849
28,90V;25,84V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:34.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:35.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:36.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:37.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:38.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:39.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:40.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:41.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:42.848
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:43.848
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:44.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:45.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:46.850
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:47.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:48.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:49.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:50.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:51.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:52.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:53.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:54.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:55.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:56.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:57.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:58.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:06:59.849
28,90V;25,85V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:00.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:01.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:02.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:03.848
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:04.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:05.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:06.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:07.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:08.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:09.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:10.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:11.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:12.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:13.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:14.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:15.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:16.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:17.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:18.850
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:19.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:20.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:21.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:22.850
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:23.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:24.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:25.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:26.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:27.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:28.849
28,90V;25,86V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:29.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:30.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:31.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:32.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:33.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:34.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:35.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:36.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:37.850
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:38.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:39.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:40.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:41.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:42.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:43.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:44.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:45.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:46.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:47.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:48.849
28,90V;25,87V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:49.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:50.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:51.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:52.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:53.849
28,90V;25,87V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:54.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:55.850
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:56.849
28,90V;25,87V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:57.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:58.849
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:07:59.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:00.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:01.850
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:02.849
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:03.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:04.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:05.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:06.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:07.850
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:08.849
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:09.850
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:10.849
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:11.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:12.849
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:13.850
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:14.849
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:15.850
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:16.850
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:17.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:18.849
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:19.849
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:20.849
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:21.849
28,90V;25,88V;0,50A;0,50A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:22.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:23.849
28,90V;25,88V;0,50A;0,49A;1508W;13W;N/A;N/A;Off;On;CC;None;19.04.2023 10:08:24.849
