U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:09.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:10.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:11.989
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:12.987
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:13.989
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:14.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:15.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:16.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:17.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:18.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:19.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:20.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:21.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:22.988
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:23.987
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:24.987
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:25.987
29,00V;28,68V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:26.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:27.987
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:28.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:29.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:30.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:31.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:32.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:33.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:34.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:35.989
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:36.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:37.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:38.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:39.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:40.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:41.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:42.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:43.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:44.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:45.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:46.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:47.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:48.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:49.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:50.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:51.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:52.988
29,00V;28,69V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:53.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:54.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:55.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:56.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:57.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:58.989
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:49:59.989
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:00.989
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:01.989
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:02.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:03.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:04.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:05.989
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:06.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:07.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:08.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:09.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:10.989
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:11.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:12.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:13.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:14.988
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:15.989
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:16.989
29,00V;28,70V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:17.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:18.988
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:19.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:20.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:21.988
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:22.988
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:23.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:24.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:25.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:26.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:27.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:28.988
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:29.988
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:30.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:31.988
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:32.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:33.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:34.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:35.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:36.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:37.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:38.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:39.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:40.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:41.988
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:42.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:43.988
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:44.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:45.988
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:46.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:47.989
29,00V;28,71V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:48.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:49.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:50.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:51.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:52.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:53.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:54.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:55.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:56.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:57.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:58.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:50:59.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:00.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:01.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:02.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:03.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:04.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:05.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:06.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:07.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:08.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:09.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:10.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:11.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:12.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:13.988
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:14.988
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:15.989
29,00V;28,72V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:16.988
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:17.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:18.988
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:19.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:20.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:21.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:22.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:23.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:24.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:25.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:26.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:27.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:28.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:29.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:30.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:31.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:32.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:33.988
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:34.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:35.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:36.990
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:37.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:38.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:39.990
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:40.989
29,00V;28,73V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:41.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:42.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:43.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:44.990
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:45.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:46.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:47.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:48.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:49.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:50.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:51.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:52.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:53.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:54.990
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:55.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:56.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:57.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:58.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:51:59.990
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:00.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:01.990
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:02.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:03.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:04.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:05.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:06.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:07.990
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:08.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:09.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:10.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:11.989
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:12.990
29,00V;28,74V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:13.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:14.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:15.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:16.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:17.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:18.990
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:19.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:20.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:21.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:22.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:23.990
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:24.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:25.990
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:26.990
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:27.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:28.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:29.990
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:30.990
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:31.990
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:32.990
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:33.990
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:34.990
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:35.989
29,00V;28,75V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:36.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:37.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:38.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:39.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:40.989
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:41.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:42.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:43.989
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:44.989
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:45.989
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:46.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:47.989
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:48.989
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:49.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:50.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:51.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:52.989
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:53.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:54.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:55.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:56.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:57.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:58.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:52:59.990
29,00V;28,76V;0,50A;0,50A;1508W;14W;N/A;N/A;Off;On;CC;None;19.04.2023 12:53:00.990
