cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,Date
1915588,1917114,1984863,1723937,1865692,1891021,1938781,1821899,1970977,2312622,1996765,1954498,2231292,2093658,-510,693,695,880,615,615,650,748,615,833,1613,933,789,1613,1329,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020675
1915893,1917114,1985168,1724548,1865692,1890411,1938934,1822357,1970977,2312622,1997375,1954345,2230529,2092590,-510,693,695,880,615,615,650,748,615,833,1613,933,789,1613,1329,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020676
1915740,1917114,1984863,1724243,1865081,1890258,1939544,1822357,1972045,2313079,1996154,1954193,2231140,2093963,-510,693,695,880,615,615,650,748,615,833,1613,933,789,1613,1329,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020677
1915740,1917266,1984863,1723632,1865844,1890716,1938476,1822204,1971435,2312774,1995849,1953887,2231292,2093658,-511,693,695,880,615,615,650,748,615,833,1613,933,789,1613,1329,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020678
1915435,1917724,1984863,1724243,1865844,1890869,1939239,1822357,1970825,2312774,1996459,1953735,2231140,2093811,-511,693,695,880,615,615,650,748,615,833,1613,933,789,1613,1329,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020679
1915435,1917266,1985168,1723937,1864929,1890716,1938934,1821899,1970977,2312774,1996459,1954193,2231597,2094268,-511,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020680
1915740,1917572,1985321,1723937,1865692,1891021,1938323,1821746,1971282,2313079,1995544,1953582,2231292,2093658,-510,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020681
1916046,1917724,1984558,1723785,1865997,1891021,1938781,1822052,1971435,2313079,1996154,1953582,2230529,2093505,-511,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020682
1915588,1917419,1985321,1724243,1865539,1890869,1938781,1821441,1971435,2312774,1996154,1954040,2230834,2093505,-511,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020683
1914978,1916961,1985321,1723632,1865692,1891326,1938781,1821746,1971130,2313385,1996765,1954193,2230987,2093505,-510,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020684
1915740,1917266,1985015,1723937,1865234,1890716,1939392,1822204,1971282,2312622,1996154,1953887,2231292,2093811,-510,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020685
1915435,1917572,1984863,1723937,1865997,1891479,1938934,1821899,1971435,2312927,1996307,1953887,2231903,2093658,-510,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020686
1916198,1917724,1985321,1724548,1865539,1890258,1938323,1821899,1971130,2313079,1996459,1953887,2230987,2093353,-510,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020687
1915740,1917419,1985321,1724548,1865234,1890258,1938629,1822204,1970977,2312774,1996154,1954193,2230834,2093353,-510,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020688
1916046,1917572,1984558,1723785,1865234,1890869,1939086,1822204,1970825,2313079,1997375,1954956,2231140,2093353,-510,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020689
1915740,1917572,1985015,1724090,1865386,1890411,1938934,1822357,1971130,2313232,1996154,1954345,2231597,2094268,-510,694,696,881,616,616,651,749,616,834,1614,934,790,1614,1330,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671020690
