cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,cellCB_1,cellCB_2,cellCB_3,cellCB_4,cellCB_5,cellCB_6,cellCB_7,cellCB_8,cellCB_9,cellCB_10,cellCB_11,cellCB_12,cellCB_13,cellCB_14,Date
1999664,1990509,2057647,2036437,1995239,2044830,2061767,1990509,2020568,1979675,2069549,2028045,2033996,1999511,53,438,436,429,427,439,427,427,446,435,443,425,426,411,446,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1679939417
1999511,1991119,2057952,2036285,1994781,2045288,2062377,1990203,2020721,1980285,2069396,2028198,2034149,2000274,53,438,436,429,427,439,427,427,446,435,443,425,426,411,446,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1679939418
1998443,1991119,2057342,2036285,1994934,2045288,2061309,1989746,2020568,1979980,2070159,2028656,2033996,2000274,53,438,436,429,427,439,427,427,446,435,443,425,426,411,446,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1679939419
1999664,1991119,2057189,2036132,1994934,2045898,2061614,1990356,2020416,1979522,2069244,2028045,2033996,1999511,53,438,436,429,427,439,427,427,446,435,443,425,426,411,446,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1679939420
1999664,1990509,2057800,2036590,1994628,2044830,2061157,1989746,2020568,1979217,2069396,2027893,2034606,1999969,53,438,436,429,427,439,427,427,446,435,443,425,426,411,446,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1679939421
1999511,1990661,2057495,2035217,1995391,2046356,2061309,1989440,2021026,1979675,2069244,2028045,2034606,2000274,53,438,436,429,427,439,427,427,446,435,443,425,426,411,446,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1679939422
1999664,1991729,2057800,2036132,1995239,2045440,2061920,1990356,2020721,1979827,2069244,2028045,2034301,1999969,53,438,436,429,427,439,427,427,446,435,443,425,426,411,446,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1679939423
1999206,1990966,2057647,2036132,1995239,2045135,2061462,1990356,2020416,1980438,2069091,2028503,2034912,2000427,53,438,436,429,427,439,427,427,446,435,443,425,426,411,446,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1679939424
1999816,1991271,2057647,2036285,1994476,2044982,2060699,1989440,2020568,1979827,2069396,2028045,2034149,1999816,53,438,436,429,427,439,427,427,446,435,443,425,426,411,446,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1679939425
1999359,1991119,2057952,2036285,1994934,2045745,2061614,1990051,2020721,1979980,2070007,2028350,2034301,2000122,53,438,436,429,427,439,427,427,446,435,443,425,426,411,446,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1679939426
