cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,cellCB_1,cellCB_2,cellCB_3,cellCB_4,cellCB_5,cellCB_6,cellCB_7,cellCB_8,cellCB_9,cellCB_10,cellCB_11,cellCB_12,cellCB_13,cellCB_14,Date
4111785,4132232,4134063,4097137,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4126281,4132843,4128265,-476,779,797,792,782,803,803,803,803,803,803,803,792,791,791,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681905902
4111175,4131774,4132843,4096679,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4125671,4133605,4128265,-476,779,797,792,782,803,803,803,803,803,803,803,792,791,791,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681905903
4111175,4132385,4133911,4097290,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4125671,4132690,4128875,-476,779,797,792,782,803,803,803,803,803,803,803,792,791,791,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681905904
4111480,4132537,4133758,4096832,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4125518,4132690,4128570,-475,779,797,792,782,803,803,803,803,803,803,803,792,791,791,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681905905
4111328,4132232,4133758,4097290,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4125061,4132995,4128265,-475,779,797,792,782,803,803,803,803,803,803,803,792,791,791,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681905906
4111785,4132385,4132537,4096832,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4126129,4133453,4128570,-475,779,797,792,782,803,803,803,803,803,803,803,792,791,791,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681905907
4111633,4132385,4133148,4097290,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4125366,4133300,4128417,-475,779,797,792,782,803,803,803,803,803,803,803,792,791,791,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681905908
4111480,4131927,4132995,4097137,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4125213,4132995,4128875,-474,779,797,792,782,803,803,803,803,803,803,803,792,791,791,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681905910
4110107,4131469,4133300,4097137,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4125213,4133300,4128417,-474,779,797,792,782,803,803,803,803,803,803,803,792,791,791,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681905911
4110870,4131622,4133300,4097137,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4126129,4132843,4128265,-474,779,797,792,782,803,803,803,803,803,803,803,792,791,791,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681905912
