cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,cellCB_1,cellCB_2,cellCB_3,cellCB_4,cellCB_5,cellCB_6,cellCB_7,cellCB_8,cellCB_9,cellCB_10,cellCB_11,cellCB_12,cellCB_13,cellCB_14,Date
3974304,3985290,3978576,3976745,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3972625,3984069,3984832,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111651
3973541,3984832,3978118,3976287,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3972473,3984680,3984985,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111652
3973846,3984069,3978271,3976135,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3972015,3984069,3984222,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111654
3973999,3984375,3977813,3975524,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3972320,3984375,3985137,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111655
3973541,3984222,3977966,3976593,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3972015,3984680,3984680,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111656
4038848,4044189,4057769,4024810,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4035644,4048919,4042968,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111657
4040374,4047393,4059753,4026336,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4037017,4051361,4045257,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111658
4040832,4047546,4060668,4026947,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4037322,4051513,4045715,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111659
4041290,4048614,4061431,4027557,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4038848,4052886,4046478,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111660
4041900,4049530,4062194,4028472,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4040069,4053344,4047546,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111661
4042663,4049682,4062652,4029083,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4039916,4053649,4047241,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111662
4043426,4050445,4062500,4029083,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4040527,4054412,4048156,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111663
4043426,4050903,4064636,4030151,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4040985,4054565,4048614,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111664
4044342,4051208,4064178,4029846,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4041748,4055480,4049530,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111665
4044342,4051666,4064788,4030761,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4042053,4055786,4050140,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111666
4044647,4051361,4064178,4030303,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4042205,4055786,4049682,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111667
4044799,4051971,4065551,4030761,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4042510,4056701,4050903,-498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111668
4045410,4052886,4066162,4032135,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4043884,4056854,4050750,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111669
4045562,4053192,4066314,4031829,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4044342,4057617,4051513,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111670
4045562,4053497,4067077,4032135,3600000,3600000,3600000,3600000,3600000,3600000,3600000,4044036,4057769,4051513,-499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682111671
