cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,Date
3700714,3753356,4018859,3923797,3797302,3963623,3979187,3843994,3643341,3917083,3995819,4024658,3809051,3827209,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989082
3700866,3752746,4018859,3923645,3797760,3963165,3978729,3843383,3643188,3916931,3996276,4024963,3808898,3827056,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989083
3701477,3753662,4019012,3923187,3797607,3963623,3978424,3843231,3642883,3917083,3995666,4024353,3808593,3826904,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989084
3701324,3753662,4018859,3924102,3797149,3963623,3978118,3843078,3642883,3916625,3996276,4025573,3807983,3826141,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989085
3701019,3753356,4019165,3923645,3797149,3963317,3978729,3843536,3643341,3917236,3996887,4024658,3809051,3827209,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989086
3701019,3753356,4019317,3923187,3797912,3963317,3978729,3843383,3643035,3916625,3996276,4024505,3809051,3827514,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989087
3700866,3752746,4018859,3923492,3797149,3963470,3978576,3843231,3643493,3917541,3996429,4024963,3808288,3826904,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989088
3700561,3753204,4019165,3923950,3796844,3963470,3978271,3842926,3642730,3917236,3996124,4024810,3808288,3826599,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989089
3701019,3753051,4018707,3923492,3796997,3963012,3978881,3843841,3642578,3917083,3995971,4024200,3808288,3827056,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989090
3701324,3752593,4017639,3923187,3797454,3963928,3978424,3843688,3643035,3916931,3996276,4025268,3808746,3827362,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989091
3700408,3753204,4018249,3923339,3797454,3963623,3978576,3843078,3643188,3917388,3996124,4024963,3809051,3827362,46,457,536,788,707,650,751,754,693,352,701,771,793,596,615,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989092
3700866,3753051,4019165,3923950,3797302,3963317,3978118,3842620,3642425,3916931,3995666,4024353,3809051,3826599,46,456,535,787,706,649,750,753,692,351,700,770,792,595,614,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989093
3700408,3753356,4018554,3924102,3797760,3963470,3978576,3843231,3643798,3917388,3995819,4024658,3809204,3827209,46,456,535,787,706,649,750,753,692,351,700,770,792,595,614,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989094
3699951,3752746,4017944,3923034,3797607,3963470,3978729,3843536,3643035,3917236,3995971,4024658,3807983,3826599,46,456,535,787,706,649,750,753,692,351,700,770,792,595,614,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989095
3701171,3753509,4019012,3923339,3797454,3963012,3977813,3843231,3643798,3917236,3996734,4024658,3809204,3827514,46,456,535,787,706,649,750,753,692,351,700,770,792,595,614,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989096
3700103,3752288,4018554,3923339,3797302,3963165,3977966,3843688,3643493,3917388,3995666,4024505,3809509,3827514,46,456,535,787,706,649,750,753,692,351,700,770,792,595,614,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669989097
