cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,Date
3702545,3755645,4019927,3925781,3860626,3972320,3981475,3853759,3644714,3919677,3998260,4025726,3810577,3828277,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992124
3702087,3755493,4020690,3925781,3861083,3972778,3981933,3853149,3644561,3919067,3998107,4026641,3810577,3828430,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992125
3701629,3755645,4020080,3925933,3861236,3972778,3981475,3853302,3644561,3919525,3998413,4026336,3809814,3828125,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992126
3702239,3755798,4021453,3926086,3861541,3972320,3981475,3853302,3644104,3919219,3998260,4025726,3809661,3827972,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992127
3702392,3755950,4020538,3925170,3861236,3972167,3981933,3854217,3644561,3919830,3998565,4026184,3810729,3828582,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992128
3701629,3755035,4020538,3925933,3861541,3972625,3981933,3853912,3644866,3919372,3999023,4026336,3810577,3829193,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992129
3701934,3755798,4019927,3925628,3861694,3972320,3981323,3853302,3644561,3918914,3997650,4025726,3809661,3828582,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992130
3702545,3755645,4020538,3925323,3862457,3972015,3981475,3854370,3644561,3919219,3997802,4025573,3810272,3827972,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992134
3702545,3755645,4020538,3925323,3862457,3972015,3981475,3854370,3644561,3919219,3997802,4025573,3810272,3827972,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992134
3702545,3755645,4020538,3925323,3862457,3972015,3981475,3854370,3644561,3919219,3997802,4025573,3810272,3827972,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992134
3702545,3755340,4019775,3924865,3863067,3972625,3980865,3853454,3644409,3919219,3998413,4026184,3810577,3828582,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992135
3702545,3755340,4019775,3924865,3863067,3972625,3980865,3853454,3644409,3919219,3998413,4026184,3810577,3828582,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992135
3702545,3755340,4019775,3924865,3863067,3972625,3980865,3853454,3644409,3919219,3998413,4026184,3810577,3828582,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992135
3702087,3755035,4020538,3925323,3862152,3971862,3982238,3854217,3644104,3918762,3998260,4025726,3809661,3828277,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992136
3702087,3755035,4020538,3925323,3862152,3971862,3982238,3854217,3644104,3918762,3998260,4025726,3809661,3828277,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992136
3702087,3755035,4020538,3925323,3862152,3971862,3982238,3854217,3644104,3918762,3998260,4025726,3809661,3828277,46,476,555,807,726,667,767,774,661,368,720,789,813,617,636,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1669992136
