cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,cellCB_1,cellCB_2,cellCB_3,cellCB_4,cellCB_5,cellCB_6,cellCB_7,cellCB_8,cellCB_9,cellCB_10,cellCB_11,cellCB_12,cellCB_13,cellCB_14,Date
2096099,2089385,2086486,2087554,2088775,2081298,2094116,2012786,2114410,2074890,2091064,2086791,2094573,2046051,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898943
2095642,2088775,2085876,2087249,2088928,2080841,2094573,2013549,2114410,2075042,2090606,2086029,2094726,2045745,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898944
2095794,2088165,2085723,2086181,2089233,2080535,2094573,2013244,2115020,2075653,2090759,2086639,2095031,2046203,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898945
2095031,2088470,2086791,2087860,2088775,2081451,2094116,2013092,2113800,2075042,2090454,2086944,2094726,2046203,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898946
2095489,2089233,2086334,2087707,2088775,2080688,2094726,2013244,2114868,2075500,2090759,2086181,2094726,2045898,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898947
2095489,2088928,2085571,2086486,2087707,2080535,2093811,2013397,2115020,2075347,2090606,2086639,2095489,2047119,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898948
2095336,2088470,2086029,2087402,2088775,2081298,2094116,2013244,2114410,2074890,2090454,2086486,2094573,2045898,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898949
2095336,2088623,2086181,2087249,2088470,2080993,2094268,2013092,2115173,2075653,2090454,2086486,2094268,2045745,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898950
2095489,2088775,2086029,2087860,2089233,2081146,2094573,2013549,2115020,2075500,2091217,2086791,2094421,2045440,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898951
2095184,2088470,2086181,2087554,2088012,2080535,2093811,2012939,2114105,2074584,2091064,2086791,2095031,2046203,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898952
2094879,2088165,2085876,2087707,2088775,2080535,2094116,2012786,2113952,2074890,2091217,2086944,2095031,2046356,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898953
2095642,2088623,2086029,2087097,2088317,2081298,2093963,2013092,2115173,2075195,2090454,2086181,2095031,2046051,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898954
2095031,2088775,2086334,2087707,2089233,2081298,2094726,2013244,2114715,2074584,2090606,2086791,2094421,2046051,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898955
2095947,2089080,2085723,2087249,2088623,2081298,2094116,2013397,2114715,2075500,2090454,2086334,2094573,2045593,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898956
2095489,2088165,2085876,2087554,2088623,2080841,2094573,2012786,2114410,2075042,2090911,2086791,2094268,2045745,51,564,542,536,544,542,522,558,375,629,506,540,538,564,423,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678898957
