cellVoltage_1,cellVoltage_2,cellVoltage_3,cellVoltage_4,cellVoltage_5,cellVoltage_6,cellVoltage_7,cellVoltage_8,cellVoltage_9,cellVoltage_10,cellVoltage_11,cellVoltage_12,cellVoltage_13,cellVoltage_14,packCurrent,cellSoC_1,cellSoC_2,cellSoC_3,cellSoC_4,cellSoC_5,cellSoC_6,cellSoC_7,cellSoC_8,cellSoC_9,cellSoC_10,cellSoC_11,cellSoC_12,cellSoC_13,cellSoC_14,cellSoH_1,cellSoH_2,cellSoH_3,cellSoH_4,cellSoH_5,cellSoH_6,cellSoH_7,cellSoH_8,cellSoH_9,cellSoH_10,cellSoH_11,cellSoH_12,cellSoH_13,cellSoH_14,equivalentFullCycle,Date
1914672,1915893,1986694,1724700,1865234,1890716,1938934,1835021,1970825,2312164,1995544,1953582,2230377,2092895,-62,987,989,1173,909,909,944,1041,909,1126,1907,1226,1082,1907,1623,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033842
1915130,1916656,1986846,1725006,1864929,1890106,1939849,1835327,1970825,2311706,1996612,1954040,2230224,2093048,-62,987,989,1173,909,909,944,1041,909,1126,1907,1226,1082,1907,1623,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033843
1914672,1916503,1986083,1724548,1864776,1890716,1938629,1834869,1970672,2312164,1995239,1952972,2230224,2093353,-64,987,989,1173,909,909,944,1041,909,1126,1907,1226,1082,1907,1623,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033844
1914367,1916046,1985473,1724090,1865234,1890258,1939849,1836547,1970520,2312316,1995697,1953430,2230834,2093811,-62,987,989,1173,909,909,944,1041,909,1126,1907,1226,1082,1907,1623,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033845
1915435,1917114,1986083,1724090,1865081,1889953,1940002,1836395,1969757,2311859,1995849,1953277,2230682,2092895,-60,987,989,1173,909,909,944,1041,909,1126,1907,1226,1082,1907,1623,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033846
1915283,1916961,1986389,1724548,1864776,1889801,1939544,1835327,1970825,2312316,1996154,1954040,2230529,2092742,-61,987,989,1173,909,909,944,1041,909,1126,1907,1226,1082,1907,1623,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033847
1914978,1916046,1986236,1724548,1864776,1890106,1939697,1835632,1970825,2312164,1996459,1954345,2230682,2092895,-60,987,989,1173,909,909,944,1041,909,1126,1907,1226,1082,1907,1623,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033848
1915435,1916809,1986236,1724548,1864471,1889953,1938781,1835174,1970825,2312316,1995697,1953277,2230072,2092590,-61,987,989,1173,909,909,944,1041,909,1126,1907,1226,1082,1907,1623,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033849
1914520,1916503,1986389,1723937,1865081,1890869,1939544,1836395,1970520,2311706,1996307,1953277,2230224,2093048,-64,987,989,1173,909,909,944,1041,909,1126,1907,1226,1082,1907,1623,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033850
1915130,1916351,1986541,1724548,1865234,1890563,1939086,1835479,1970825,2312622,1995544,1953735,2229919,2092590,-60,987,989,1173,909,909,944,1041,909,1126,1907,1226,1082,1907,1623,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033851
1914978,1916351,1986999,1724395,1865234,1890258,1938781,1835632,1969604,2312011,1996154,1953430,2230834,2093048,-63,988,990,1174,910,910,945,1042,910,1127,1908,1227,1083,1908,1624,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033852
1914978,1916503,1986541,1723937,1864776,1890411,1939392,1835937,1969909,2312011,1996307,1954193,2230834,2093505,-64,988,990,1174,910,910,945,1042,910,1127,1908,1227,1083,1908,1624,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033853
1914520,1916351,1986846,1724853,1864776,1889953,1939392,1835632,1971893,2313232,1995697,1953277,2230377,2092742,-62,988,990,1174,910,910,945,1042,910,1127,1908,1227,1083,1908,1624,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033854
1914825,1916656,1986999,1724243,1864929,1889953,1938934,1835632,1970367,2312774,1996154,1953887,2229919,2093200,-63,988,990,1174,910,910,945,1042,910,1127,1908,1227,1083,1908,1624,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033855
1915435,1917114,1986541,1724243,1865081,1890563,1939544,1835174,1970825,2312316,1996459,1953887,2230529,2093200,-63,988,990,1174,910,910,945,1042,910,1127,1908,1227,1083,1908,1624,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033856
1914672,1916961,1986236,1724395,1864624,1890563,1939544,1835784,1970672,2312164,1995544,1953582,2230224,2092895,-63,988,990,1174,910,910,945,1042,910,1127,1908,1227,1083,1908,1624,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1671033858
